"date","store","seller","product","unit_price","quantity","client_age","client_gender","payment_mode","total_amount"
2023-07-14,"Paris Centre","Seller_7","Tablet",1145.49,1,21,"F","Card",1145.49
2024-04-01,"Toulouse Capitole","Seller_5","Accessories",584.7,5,37,"M","Card",2923.5
2024-01-26,"Paris Centre","Seller_2","Tablet",67.73,1,22,"M","Check",67.73
2024-04-27,"Toulouse Capitole","Seller_15","Tablet",455.67,1,33,"M","Card",455.67
2024-04-15,"Toulouse Capitole","Seller_22","Smartphone",1393.94,1,42,"F","Card",1393.94
2024-01-10,"Nice Promenade","Seller_24","Laptop",1158.42,1,40,NA,"Check",1158.42
2023-07-01,"Lyon Part-Dieu","Seller_22","Earbuds",942.48,3,26,"M","Card",2827.44
2023-01-19,"Paris Centre","Seller_9","Smartphone",1367.46,1,45,"F","Card",1367.46
2023-01-02,"Paris Centre","Seller_11","Earbuds",1003.18,3,40,NA,"Cash",3009.54
2023-02-09,"Nice Promenade","Seller_11","Tablet",412.83,1,37,"M","Card",412.83
2024-12-23,"Toulouse Capitole","Seller_10","Earbuds",396.02,3,39,"F","Card",1188.06
2023-03-14,"Marseille Vieux-Port","Seller_8","Laptop",628.92,1,25,"M","Card",628.92
2023-06-26,"Nice Promenade","Seller_8","Smartphone",1126.18,1,21,"M","Card",1126.18
2023-03-01,"Lyon Part-Dieu","Seller_20","Smartwatch",1027.03,2,35,"F","Cash",2054.06
2024-01-19,"Lyon Part-Dieu","Seller_5","Smartphone",1247.24,3,33,"F","Card",3741.72
2023-09-06,"Marseille Vieux-Port","Seller_18","Smartphone",NA,4,41,"F","Cash",NA
2023-02-03,"Marseille Vieux-Port","Seller_18","Earbuds",220.86,2,38,"F","Card",441.72
2024-02-17,"Marseille Vieux-Port","Seller_19","Accessories",1329.4,1,34,"F","Card",1329.4
2023-05-30,"Toulouse Capitole","Seller_17","Laptop",538.51,1,22,"F","Cash",538.51
2023-11-02,"Toulouse Capitole","Seller_5","Smartphone",282.38,1,36,"M","Cash",282.38
2023-02-14,"Marseille Vieux-Port","Seller_8","Laptop",261.62,2,35,NA,"Card",523.24
2023-08-24,"Nice Promenade","Seller_14","Laptop",1160.85,2,26,"M","Card",2321.7
2023-07-17,"Lyon Part-Dieu","Seller_6","Tablet",569.41,1,33,"M","Cash",569.41
2023-03-05,"Toulouse Capitole","Seller_18","Smartphone",1186.78,2,34,"M","Card",2373.56
2023-03-30,"Lyon Part-Dieu","Seller_10","Earbuds",474.8,2,44,"F","Card",949.6
2024-07-26,"Paris Centre","Seller_22","Earbuds",952.06,1,27,"F","Card",952.06
2024-01-28,"Nice Promenade","Seller_15","Smartphone",487.71,2,21,"M","Card",975.42
2023-07-07,"Marseille Vieux-Port","Seller_17","Accessories",1358.71,1,30,"F","Card",1358.71
2024-06-09,"Toulouse Capitole","Seller_22","Smartphone",109,1,26,"F","Card",109
2023-03-18,"Lyon Part-Dieu","Seller_13","Laptop",287.64,2,20,NA,"Card",575.28
2023-03-23,"Lyon Part-Dieu","Seller_25","Earbuds",1414.27,1,20,"F","Card",1414.27
2024-04-23,"Lyon Part-Dieu","Seller_20","Earbuds",454.41,2,16,"F","Card",908.82
2024-07-01,"Lyon Part-Dieu","Seller_20","Smartphone",99.45,2,31,"F","Card",198.9
2024-05-30,"Marseille Vieux-Port","Seller_14","Tablet",791.4,2,25,"M","",1582.8
2024-03-01,"Nice Promenade","Seller_13","Smartphone",1027.25,1,33,"M","Card",1027.25
2024-03-09,"Lyon Part-Dieu","Seller_15","Smartphone",415.71,1,46,"F","Check",415.71
2024-05-06,"Paris Centre","Seller_19","Laptop",1476.15,2,16,"F","Card",2952.3
2024-12-23,"Lyon Part-Dieu","Seller_1","Smartphone",1392.98,1,23,"F","Check",1392.98
2023-05-09,"Paris Centre","Seller_8","Laptop",668.6,4,26,"M","",2674.4
2024-02-24,"Paris Centre","Seller_4","Tablet",318.88,1,40,"F","Check",318.88
2023-12-27,"Nice Promenade","Seller_9","Laptop",941.92,1,18,"F","Card",941.92
2024-09-13,"Marseille Vieux-Port","Seller_13","Earbuds",1408.62,3,30,"M","Card",4225.86
2023-06-16,"Lyon Part-Dieu","Seller_18","Laptop",1280.39,1,27,"M","",1280.39
2023-03-15,"Nice Promenade","Seller_6","Smartphone",440.3,1,51,"F","Card",440.3
2024-08-03,"Paris Centre","Seller_3","Tablet",576.05,3,37,"F","Card",1728.15
2024-10-02,"Paris Centre","Seller_1","Tablet",1062.1,1,53,"F","Check",1062.1
2023-03-21,"Lyon Part-Dieu","Seller_2","Smartphone",1459.23,1,56,"F","Cash",1459.23
2024-05-30,"Nice Promenade","Seller_15","Smartphone",476.17,1,38,"M","Card",476.17
2023-12-26,"Nice Promenade","Seller_25","Smartphone",1288.11,1,26,"M","Card",1288.11
2023-08-30,"Toulouse Capitole","Seller_14","Smartphone",860.84,2,52,"F","Card",1721.68
2024-09-27,"Nice Promenade","Seller_2","Laptop",446.26,1,33,"M","Cash",446.26
2024-12-31,"Marseille Vieux-Port","Seller_19","Tablet",543.27,1,25,"M","Cash",543.27
2024-05-21,"Toulouse Capitole","Seller_10","Tablet",411.57,2,42,"F","Cash",823.14
2023-04-09,"Nice Promenade","Seller_19","Tablet",525.99,3,37,"F","Card",1577.97
2023-02-28,"Marseille Vieux-Port","Seller_12","Earbuds",174.44,1,53,"F","Card",174.44
2024-09-09,"Lyon Part-Dieu","Seller_11","Earbuds",1470.49,1,38,"M","Card",1470.49
2023-05-20,"Toulouse Capitole","Seller_11","Tablet",289.12,2,32,"F","Cash",578.24
2023-03-12,"Marseille Vieux-Port","Seller_17","Laptop",NA,1,54,"F","Card",NA
2023-12-16,"Nice Promenade","Seller_6","Accessories",457.72,1,48,NA,"Card",457.72
2023-01-19,"Lyon Part-Dieu","Seller_22","Tablet",1045.59,1,55,"M","Card",1045.59
2024-09-19,"Marseille Vieux-Port","Seller_18","Accessories",917.94,1,29,NA,"Card",917.94
2024-05-22,"Paris Centre","Seller_2","Laptop",203.45,1,29,"F","Check",203.45
2024-11-05,"Paris Centre","Seller_15","Earbuds",1391.03,1,32,"F","Cash",1391.03
2023-01-13,"Nice Promenade","Seller_22","Smartphone",175.89,1,68,"F","Cash",175.89
2023-10-30,"Paris Centre","Seller_18","Smartphone",76.91,1,23,"F","Card",76.91
2024-01-31,"Nice Promenade","Seller_6","Smartphone",517.2,1,39,"M","Card",517.2
2024-04-18,"Lyon Part-Dieu","Seller_9","Earbuds",1073.85,1,45,"M","Card",1073.85
2023-08-20,"Marseille Vieux-Port","Seller_22","Tablet",157.22,1,65,"M","Check",157.22
2024-06-19,"Lyon Part-Dieu","Seller_21","Laptop",1405.91,1,37,"M","Card",1405.91
2024-05-03,"Toulouse Capitole","Seller_18","Smartphone",624.4,2,17,"M","Card",1248.8
2024-12-04,"Marseille Vieux-Port","Seller_2","Smartphone",60.27,1,16,"F","Card",60.27
2023-06-16,"Paris Centre","Seller_15","Laptop",254.54,3,40,NA,"Cash",763.62
2023-11-08,"Paris Centre","Seller_9","Earbuds",1328.27,1,27,"M","Cash",1328.27
2024-02-05,"Lyon Part-Dieu","Seller_19","Laptop",605.1,2,41,"F","Card",1210.2
2024-02-01,"Paris Centre","Seller_7","Tablet",1190.19,1,31,"M","Card",1190.19
2024-06-28,"Toulouse Capitole","Seller_11","Smartphone",1161.68,2,43,"F","Card",2323.36
2023-04-28,"Lyon Part-Dieu","Seller_3","Accessories",1231.02,3,40,NA,"Card",3693.06
2023-07-10,"Paris Centre","Seller_4","Smartwatch",1183.98,1,41,NA,"Cash",1183.98
2024-03-10,"Nice Promenade","Seller_3","Smartphone",NA,1,51,"M","Card",NA
2024-07-13,"Lyon Part-Dieu","Seller_18","Tablet",584.78,1,30,"M","Cash",584.78
2024-02-06,"Marseille Vieux-Port","Seller_3","Smartphone",1197.14,3,46,"M","Card",3591.42
2024-09-14,"Paris Centre","Seller_21","Smartphone",1425.39,1,45,"M","Card",1425.39
2023-08-27,"Marseille Vieux-Port","Seller_10","Tablet",506.45,4,51,"F","Check",2025.8
2023-04-05,"Paris Centre","Seller_10","Smartphone",475.09,2,49,"F","Card",950.18
2024-05-16,"Toulouse Capitole","Seller_5","Smartphone",1117.07,3,39,"F","Card",3351.21
2024-03-13,"Nice Promenade","Seller_15","Accessories",1173.55,1,25,"F","Card",1173.55
2024-07-25,"Paris Centre","Seller_24","Tablet",567.03,1,35,"F","Check",567.03
2024-07-09,"Paris Centre","Seller_11","Tablet",1159.63,1,26,"F","Card",1159.63
2023-10-05,"Paris Centre","Seller_24","Smartphone",997.47,1,42,"M","Card",997.47
2024-08-26,"Nice Promenade","Seller_9","Earbuds",661.22,1,40,"F","Cash",661.22
2023-05-26,"Toulouse Capitole","Seller_4","Accessories",1173.87,1,41,"F","Card",1173.87
2023-02-05,"Paris Centre","Seller_6","Tablet",209.2,2,46,"F","Check",418.4
2023-10-17,"Paris Centre","Seller_4","Laptop",445.72,2,55,"M","Cash",891.44
2023-05-01,"Nice Promenade","Seller_23","Laptop",973.37,1,33,"M","Card",973.37
2024-12-12,"Lyon Part-Dieu","Seller_3","Accessories",1168.41,2,31,"M","Card",2336.82
2023-01-05,"Paris Centre","Seller_19","Tablet",1353.82,1,33,"M","Card",1353.82
2023-07-11,"Nice Promenade","Seller_15","Laptop",1220.16,1,46,"F","Card",1220.16
2024-05-26,"Paris Centre","Seller_19","Earbuds",127.24,1,44,"M","Cash",127.24
2024-07-23,"Marseille Vieux-Port","Seller_15","Smartwatch",562.96,4,53,"F","Card",2251.84
2024-12-08,"Nice Promenade","Seller_11","Smartphone",626.27,2,29,"M","Card",1252.54
2024-04-02,"Toulouse Capitole","Seller_3","Accessories",398.58,1,16,"M","Check",398.58
2024-03-11,"Paris Centre","Seller_5","Smartphone",1419.31,2,39,"F","Check",2838.62
2023-09-04,"Paris Centre","Seller_14","Tablet",708.52,1,42,"F","Card",708.52
2023-08-08,"Lyon Part-Dieu","Seller_12","Laptop",886.14,2,58,"M","Card",1772.28
2024-02-01,"Lyon Part-Dieu","Seller_10","Smartwatch",1199.66,2,29,NA,"Check",2399.32
2024-10-23,"Marseille Vieux-Port","Seller_19","Smartphone",1295.94,1,19,"M","Card",1295.94
2023-11-04,"Toulouse Capitole","Seller_5","Tablet",257.46,1,56,"M","Card",257.46
2024-01-06,"Nice Promenade","Seller_17","Accessories",1082.33,2,31,"F","Card",2164.66
2023-10-27,"Toulouse Capitole","Seller_14","Earbuds",1231.97,1,25,NA,"Card",1231.97
2024-12-19,"Marseille Vieux-Port","Seller_19","Accessories",520.98,1,16,"M","Check",520.98
2024-05-16,"Nice Promenade","Seller_6","Tablet",1310.78,1,22,"F","Card",1310.78
2023-02-07,"Paris Centre","Seller_7","Laptop",1039.45,1,17,"F","Cash",1039.45
2023-10-06,"Paris Centre","Seller_17","Laptop",1163.67,1,19,"M","Card",1163.67
2023-12-21,"Toulouse Capitole","Seller_23","Tablet",333.09,1,35,NA,"Card",333.09
2023-05-03,"Lyon Part-Dieu","Seller_14","Earbuds",960.63,1,43,"F","Cash",960.63
2024-12-20,"Marseille Vieux-Port","Seller_18","Earbuds",532.67,2,38,NA,"Check",1065.34
2024-08-26,"Toulouse Capitole","Seller_16","Tablet",913.24,1,26,NA,"Check",913.24
2023-10-29,"Toulouse Capitole","Seller_18","Smartphone",1466.99,1,16,"F","Card",1466.99
2023-01-08,"Marseille Vieux-Port","Seller_4","Smartphone",1443.82,1,39,"F","Card",1443.82
2023-05-27,"Toulouse Capitole","Seller_25","Smartphone",1455.17,2,41,"F","Card",2910.34
2023-06-29,"Toulouse Capitole","Seller_25","Laptop",1319.11,1,30,"M","Card",1319.11
2024-05-02,"Lyon Part-Dieu","Seller_12","Tablet",1382.83,4,16,"F","Card",5531.32
2023-07-23,"Marseille Vieux-Port","Seller_9","Smartphone",424.2,2,37,"M","Check",848.4
2023-06-21,"Marseille Vieux-Port","Seller_13","Tablet",917.14,2,39,"F","Card",1834.28
2024-04-13,"Nice Promenade","Seller_5","Laptop",926.33,1,26,"F","Cash",926.33
2024-09-05,"Paris Centre","Seller_1","Smartwatch",1204.25,3,57,"F","Cash",3612.75
2024-03-20,"Marseille Vieux-Port","Seller_25","Smartphone",1305.84,2,21,NA,"Card",2611.68
2023-04-23,"Marseille Vieux-Port","Seller_1","Earbuds",805.43,1,16,"M","Card",805.43
2023-08-05,"Marseille Vieux-Port","Seller_2","Tablet",464.94,1,49,NA,"Cash",464.94
2023-11-09,"Paris Centre","Seller_17","Smartwatch",1189.06,2,44,"F","Check",2378.12
2024-04-07,"Nice Promenade","Seller_18","Laptop",941.09,2,23,"F","Card",1882.18
2024-02-17,"Lyon Part-Dieu","Seller_16","Smartwatch",472.63,1,38,"M","Card",472.63
2023-06-03,"Lyon Part-Dieu","Seller_15","Accessories",1473.85,4,49,"F","Card",5895.4
2023-01-02,"Lyon Part-Dieu","Seller_20","Smartphone",378.8,3,35,"M","Check",1136.4
2024-06-14,"Lyon Part-Dieu","Seller_15","Laptop",1449.76,1,38,"M","Card",1449.76
2024-05-12,"Marseille Vieux-Port","Seller_24","Smartphone",499.71,2,40,"M","Card",999.42
2024-09-02,"Paris Centre","Seller_15","Earbuds",280.21,2,16,"F","Card",560.42
2023-07-24,"Lyon Part-Dieu","Seller_16","Tablet",764.55,1,21,"F","",764.55
2023-03-25,"Nice Promenade","Seller_25","Tablet",1267.57,1,51,"M","Check",1267.57
2024-09-03,"Paris Centre","Seller_13","Tablet",893.18,1,45,"F","Card",893.18
2023-05-02,"Nice Promenade","Seller_1","Tablet",145.39,1,38,"M","Check",145.39
2024-12-13,"Marseille Vieux-Port","Seller_7","Tablet",610.87,1,28,"M","Card",610.87
2024-11-27,"Toulouse Capitole","Seller_5","Accessories",1276.14,1,40,"M","Card",1276.14
2023-02-05,"Lyon Part-Dieu","Seller_18","Smartphone",1396.45,1,21,"F","Check",1396.45
2023-01-30,"Paris Centre","Seller_17","Smartphone",76.14,3,41,"F","Card",228.42
2024-07-09,"Toulouse Capitole","Seller_17","Laptop",458.26,1,33,"M","Card",458.26
2023-05-08,"Toulouse Capitole","Seller_7","Tablet",595.3,2,33,"M","Check",1190.6
2024-12-20,"Paris Centre","Seller_2","Laptop",309.09,4,33,"F","Cash",1236.36
2024-02-12,"Lyon Part-Dieu","Seller_24","Tablet",1312.16,2,51,"F","Check",2624.32
2024-12-05,"Nice Promenade","Seller_11","Tablet",190.91,3,40,"M","Card",572.73
2023-10-01,"Lyon Part-Dieu","Seller_6","Accessories",650.22,1,30,"F","Card",650.22
2023-05-09,"Marseille Vieux-Port","Seller_12","Smartphone",456.35,2,28,"F","Card",912.7
2023-12-21,"Paris Centre","Seller_12","Laptop",561.81,1,20,"F","Card",561.81
2024-01-28,"Lyon Part-Dieu","Seller_19","Earbuds",1047.05,1,29,NA,"Card",1047.05
2024-03-09,"Toulouse Capitole","Seller_18","Smartphone",1407.07,1,43,"M","",1407.07
2023-07-05,"Nice Promenade","Seller_13","Earbuds",92.61,1,24,"F","Card",92.61
2023-11-17,"Nice Promenade","Seller_24","Earbuds",605.42,1,53,"F","Cash",605.42
2024-01-16,"Toulouse Capitole","Seller_19","Laptop",1231.02,2,22,"M","Card",2462.04
2023-08-10,"Lyon Part-Dieu","Seller_12","Earbuds",971.95,1,21,"M","Card",971.95
2024-03-09,"Toulouse Capitole","Seller_6","Tablet",1034.34,1,25,"M","Cash",1034.34
2023-02-13,"Lyon Part-Dieu","Seller_23","Laptop",877.21,1,47,"M","Card",877.21
2023-02-09,"Paris Centre","Seller_7","Laptop",1320.73,1,47,"F","Card",1320.73
2023-01-22,"Nice Promenade","Seller_13","Smartphone",328.81,1,29,"F","Card",328.81
2024-08-20,"Nice Promenade","Seller_22","Tablet",530.43,1,44,"F","Card",530.43
2024-11-19,"Toulouse Capitole","Seller_19","Earbuds",477.83,1,49,"M","Cash",477.83
2024-11-24,"Lyon Part-Dieu","Seller_2","Laptop",935.46,1,25,"F","Cash",935.46
2023-04-10,"Toulouse Capitole","Seller_24","Smartphone",1253.47,1,46,"M","Card",1253.47
2024-06-15,"Toulouse Capitole","Seller_21","Tablet",1277.11,1,47,"F","Card",1277.11
2023-06-26,"Lyon Part-Dieu","Seller_11","Earbuds",614.94,1,16,"F","Card",614.94
2024-05-23,"Lyon Part-Dieu","Seller_6","Tablet",861.06,2,50,NA,"Card",1722.12
2023-01-22,"Paris Centre","Seller_18","Laptop",816.69,2,29,"F","Check",1633.38
2024-06-07,"Toulouse Capitole","Seller_12","Accessories",1014.33,1,33,NA,"",1014.33
2023-09-09,"Toulouse Capitole","Seller_16","Smartphone",1215,1,32,"M","Card",1215
2024-06-05,"Marseille Vieux-Port","Seller_11","Accessories",597.77,1,16,NA,"Card",597.77
2024-11-13,"Nice Promenade","Seller_4","Laptop",446.42,1,29,"M","Card",446.42
2023-08-10,"Marseille Vieux-Port","Seller_1","Earbuds",631.25,2,19,"F","Card",1262.5
2024-02-22,"Nice Promenade","Seller_20","Laptop",1194.02,1,39,"M","Card",1194.02
2024-11-26,"Lyon Part-Dieu","Seller_22","Tablet",151.54,1,40,NA,"",151.54
2024-03-20,"Marseille Vieux-Port","Seller_5","Tablet",536.92,1,46,"F","Card",536.92
2023-12-08,"Toulouse Capitole","Seller_12","Laptop",1217.25,1,40,"M","Card",1217.25
2024-03-05,"Toulouse Capitole","Seller_3","Tablet",199.94,1,43,"F","Card",199.94
2024-02-13,"Lyon Part-Dieu","Seller_23","Earbuds",484.33,1,32,"M","Card",484.33
2024-01-22,"Paris Centre","Seller_10","Smartphone",655.58,1,47,"M","Cash",655.58
2023-12-14,"Toulouse Capitole","Seller_10","Laptop",1358.77,1,66,"F","Card",1358.77
2024-10-05,"Nice Promenade","Seller_7","Smartwatch",151.23,2,39,"F","Cash",302.46
2023-12-24,"Paris Centre","Seller_5","Smartphone",234.91,3,40,"F","Card",704.73
2023-03-21,"Lyon Part-Dieu","Seller_6","Tablet",743.29,1,44,"M","Card",743.29
2024-10-18,"Nice Promenade","Seller_6","Smartphone",950.76,1,31,"F","Cash",950.76
2023-10-07,"Nice Promenade","Seller_10","Smartphone",1233.16,2,16,"F","Card",2466.32
2023-07-06,"Lyon Part-Dieu","Seller_20","Laptop",338.81,4,19,"F","Cash",1355.24
2024-06-25,"Nice Promenade","Seller_12","Tablet",1381.14,1,38,"M","Card",1381.14
2023-12-11,"Toulouse Capitole","Seller_19","Accessories",481.77,1,30,"F","Card",481.77
2023-01-07,"Lyon Part-Dieu","Seller_18","Smartwatch",1252.43,1,34,"F","Card",1252.43
2024-09-11,"Toulouse Capitole","Seller_7","Earbuds",586.41,1,30,NA,"Card",586.41
2024-12-09,"Toulouse Capitole","Seller_16","Accessories",975.67,3,20,"M","Card",2927.01
2023-03-01,"Nice Promenade","Seller_11","Smartphone",1231.69,1,38,"M","Card",1231.69
2023-06-02,"Toulouse Capitole","Seller_14","Laptop",310.39,1,16,"F","Card",310.39
2024-04-23,"Nice Promenade","Seller_21","Earbuds",728.55,3,45,"M","Card",2185.65
2024-08-04,"Paris Centre","Seller_19","Tablet",1434.38,1,19,NA,"Card",1434.38
2024-05-05,"Toulouse Capitole","Seller_2","Tablet",647.01,1,16,"M","Card",647.01
2024-02-05,"Lyon Part-Dieu","Seller_13","Earbuds",699.74,3,32,"M","Card",2099.22
2024-11-12,"Nice Promenade","Seller_21","Earbuds",388.62,1,41,"F","Cash",388.62
2024-05-29,"Marseille Vieux-Port","Seller_11","Earbuds",1465.87,2,37,"M","Cash",2931.74
2024-07-27,"Marseille Vieux-Port","Seller_8","Laptop",957.15,1,32,"F","Card",957.15
2024-03-04,"Lyon Part-Dieu","Seller_21","Laptop",241.98,1,33,"M","Card",241.98
2024-11-19,"Nice Promenade","Seller_22","Laptop",780.2,2,51,"F","Card",1560.4
2024-03-02,"Nice Promenade","Seller_19","Smartphone",1162.11,1,17,NA,"Card",1162.11
2023-03-01,"Paris Centre","Seller_14","Smartphone",77.96,3,42,"F","Card",233.88
2023-05-29,"Lyon Part-Dieu","Seller_13","Tablet",686.15,3,28,"M","Card",2058.45
2023-11-29,"Toulouse Capitole","Seller_18","Smartphone",989.8,2,53,"F","Card",1979.6
2023-03-02,"Paris Centre","Seller_19","Smartphone",956.52,3,18,NA,"Card",2869.56
2024-12-24,"Marseille Vieux-Port","Seller_25","Laptop",1410.08,1,40,"M","Card",1410.08
2023-03-25,"Marseille Vieux-Port","Seller_13","Tablet",402.15,1,28,"F","Card",402.15
2024-06-26,"Paris Centre","Seller_18","Tablet",1298.43,1,33,"F","Card",1298.43
2023-07-30,"Lyon Part-Dieu","Seller_22","Accessories",1053.07,1,29,"F","Card",1053.07
2024-01-03,"Nice Promenade","Seller_22","Laptop",1125.16,2,26,"F","Card",2250.32
2024-02-29,"Toulouse Capitole","Seller_23","Laptop",319.18,1,39,NA,"Card",319.18
2024-03-12,"Marseille Vieux-Port","Seller_1","Laptop",345.2,1,46,"M","Card",345.2
2024-03-16,"Toulouse Capitole","Seller_2","Laptop",1315.88,1,35,"M","Cash",1315.88
2024-12-02,"Paris Centre","Seller_14","Accessories",674.32,2,54,"M","Card",1348.64
2024-09-16,"Toulouse Capitole","Seller_16","Smartphone",378.66,2,16,"M","Card",757.32
2023-10-25,"Toulouse Capitole","Seller_11","Smartphone",1214.39,1,36,"M","Check",1214.39
2024-03-19,"Paris Centre","Seller_7","Smartphone",1361.1,1,43,"F","Card",1361.1
2024-11-28,"Lyon Part-Dieu","Seller_14","Laptop",276.52,1,42,NA,"Card",276.52
2024-04-04,"Nice Promenade","Seller_14","Tablet",932.35,2,35,"F","Cash",1864.7
2023-06-15,"Paris Centre","Seller_22","Smartphone",1191.42,1,42,"F","Check",1191.42
2024-10-18,"Marseille Vieux-Port","Seller_10","Tablet",310.68,2,29,"M","Card",621.36
2023-01-24,"Marseille Vieux-Port","Seller_12","Tablet",922.44,2,16,"M","Card",1844.88
2024-08-08,"Nice Promenade","Seller_17","Laptop",154.3,2,30,"M","Card",308.6
2024-04-11,"Toulouse Capitole","Seller_14","Laptop",794.42,3,26,"F","Card",2383.26
2023-10-25,"Paris Centre","Seller_3","Smartphone",693.45,1,36,"M","Card",693.45
2024-08-02,"Nice Promenade","Seller_19","Smartphone",163.74,1,33,"M","Card",163.74
2024-07-06,"Marseille Vieux-Port","Seller_10","Smartphone",473.26,2,33,"F","Card",946.52
2023-10-17,"Paris Centre","Seller_24","Smartphone",502.17,1,33,NA,"",502.17
2024-03-30,"Paris Centre","Seller_24","Laptop",696.56,2,33,"F","Card",1393.12
2023-12-18,"Paris Centre","Seller_23","Laptop",834.4,2,34,"F","Card",1668.8
2023-02-19,"Paris Centre","Seller_21","Laptop",1294.44,1,49,"F","Card",1294.44
2023-05-19,"Marseille Vieux-Port","Seller_15","Earbuds",369.3,1,46,"M","Check",369.3
2024-03-18,"Paris Centre","Seller_6","Laptop",355.87,4,37,"F","Card",1423.48
2023-08-09,"Paris Centre","Seller_4","Earbuds",355.58,1,55,"F","Check",355.58
2024-07-30,"Nice Promenade","Seller_8","Accessories",1436.85,1,39,NA,"Card",1436.85
2024-09-09,"Lyon Part-Dieu","Seller_20","Earbuds",181.79,1,28,"M","Card",181.79
2024-08-07,"Marseille Vieux-Port","Seller_16","Laptop",598.57,1,34,"F","Card",598.57
2023-07-14,"Nice Promenade","Seller_5","Laptop",472.37,1,39,"M","",472.37
2023-09-04,"Marseille Vieux-Port","Seller_7","Smartphone",234.54,2,44,"F","Card",469.08
2024-09-04,"Marseille Vieux-Port","Seller_9","Laptop",953.28,1,49,"M","Card",953.28
2023-05-14,"Paris Centre","Seller_16","Smartphone",186.29,1,34,NA,"Check",186.29
2023-02-12,"Paris Centre","Seller_23","Tablet",419.05,2,22,"M","Card",838.1
2024-02-26,"Marseille Vieux-Port","Seller_25","Accessories",907.56,3,39,NA,"Card",2722.68
2023-07-25,"Lyon Part-Dieu","Seller_8","Earbuds",667.43,2,47,"M","Cash",1334.86
2023-06-10,"Lyon Part-Dieu","Seller_20","Smartphone",457.13,3,16,"F","Card",1371.39
2023-10-02,"Marseille Vieux-Port","Seller_7","Smartphone",453.42,2,48,"F","Card",906.84
2024-01-25,"Paris Centre","Seller_19","Smartphone",152.99,1,29,"F","Card",152.99
2024-08-04,"Nice Promenade","Seller_9","Laptop",821.75,2,30,"F","Card",1643.5
2023-04-23,"Lyon Part-Dieu","Seller_22","Laptop",1360.79,4,39,"F","Card",5443.16
2023-04-30,"Paris Centre","Seller_16","Tablet",1344.21,4,31,"M","Card",5376.84
2023-03-09,"Lyon Part-Dieu","Seller_23","Laptop",74.29,2,36,"F","Card",148.58
2023-02-09,"Toulouse Capitole","Seller_12","Laptop",938.95,1,38,"M","Card",938.95
2024-04-22,"Nice Promenade","Seller_12","Smartphone",1332.4,1,26,"F","Check",1332.4
2024-05-01,"Paris Centre","Seller_21","Smartphone",327.04,2,43,"M","Cash",654.08
2024-08-07,"Paris Centre","Seller_14","Smartphone",374.23,1,32,"F","Card",374.23
2023-02-12,"Nice Promenade","Seller_11","Laptop",347.33,1,50,"M","Check",347.33
2023-05-25,"Marseille Vieux-Port","Seller_14","Laptop",224.09,1,28,"M","Card",224.09
2023-11-30,"Marseille Vieux-Port","Seller_12","Smartphone",1487.25,1,32,"F","Card",1487.25
2024-04-10,"Marseille Vieux-Port","Seller_16","Tablet",875.34,3,28,NA,"Card",2626.02
2023-11-04,"Lyon Part-Dieu","Seller_6","Laptop",315.25,1,39,"F","Card",315.25
2023-06-10,"Marseille Vieux-Port","Seller_18","Tablet",683.67,4,36,"M","Card",2734.68
2024-12-08,"Toulouse Capitole","Seller_9","Smartphone",153.76,1,35,"F","Check",153.76
2024-05-06,"Nice Promenade","Seller_1","Smartphone",1299.04,1,19,"M","Card",1299.04
2023-07-30,"Paris Centre","Seller_1","Smartphone",137.77,2,21,"F","Cash",275.54
2023-09-30,"Paris Centre","Seller_3","Smartphone",650.75,1,53,NA,"Cash",650.75
2023-08-22,"Toulouse Capitole","Seller_11","Smartphone",1004.75,1,27,"F","Cash",1004.75
2024-02-28,"Toulouse Capitole","Seller_15","Tablet",782.35,2,22,"M","Card",1564.7
2023-10-18,"Lyon Part-Dieu","Seller_19","Accessories",683.53,1,47,NA,"Cash",683.53
2023-08-15,"Nice Promenade","Seller_23","Smartphone",565.61,1,16,"F","Card",565.61
2024-08-24,"Lyon Part-Dieu","Seller_15","Laptop",345.42,2,59,"F","Card",690.84
2024-07-10,"Marseille Vieux-Port","Seller_3","Laptop",941.86,1,28,"M","",941.86
2023-02-06,"Toulouse Capitole","Seller_10","Smartwatch",215.06,2,34,"F","Card",430.12
2023-09-29,"Marseille Vieux-Port","Seller_19","Laptop",890.54,1,40,"F","Check",890.54
2023-03-08,"Nice Promenade","Seller_6","Tablet",1315.46,2,26,NA,"Card",2630.92
2023-05-26,"Lyon Part-Dieu","Seller_1","Laptop",530.89,2,16,"F","Card",1061.78
2024-03-25,"Lyon Part-Dieu","Seller_19","Tablet",596.02,2,23,"M","",1192.04
2023-08-26,"Paris Centre","Seller_18","Smartwatch",210.98,1,27,"M","Card",210.98
2023-10-05,"Nice Promenade","Seller_6","Laptop",264.83,1,36,"F","Card",264.83
2023-10-11,"Nice Promenade","Seller_19","Tablet",1103.95,2,16,NA,"Card",2207.9
2023-01-10,"Toulouse Capitole","Seller_18","Earbuds",168.62,1,46,"F","Card",168.62
2023-06-22,"Lyon Part-Dieu","Seller_6","Laptop",1480.35,1,22,"M","Card",1480.35
2024-06-29,"Toulouse Capitole","Seller_24","Laptop",430.42,3,28,"F","Card",1291.26
2024-04-09,"Paris Centre","Seller_16","Tablet",675.99,1,33,"F","Card",675.99
